config_id,source,target,n_shared_members,jaccard_members,source_size,target_size,mean_imputation_fraction_shared,physically_derived_fraction_shared,imputed_fraction_shared
phys_density_pca2_cubes10_overlap0p35,cube36_cluster6,cube42_cluster0,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube36_cluster6,cube43_cluster1,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube38_cluster0,cube39_cluster0,70,0.875,80,70,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube42_cluster0,cube43_cluster1,4,1.0,4,4,0.0,0.3333333333333333,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster0,cube1_cluster1,36,0.22641509433962265,36,159,0.0,0.013888888888888888,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster0,cube5_cluster0,36,0.05164992826398852,36,697,0.0,0.013888888888888888,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster0,cube6_cluster0,36,0.010856453558504222,36,3316,0.0,0.013888888888888888,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster1,cube1_cluster0,12,0.10909090909090909,12,110,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster1,cube5_cluster1,12,1.0,12,12,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster1,cube6_cluster1,12,0.10909090909090909,12,110,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster2,cube1_cluster0,5,0.045454545454545456,5,110,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster2,cube5_cluster2,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster2,cube6_cluster1,5,0.045454545454545456,5,110,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster3,cube1_cluster0,8,0.07272727272727272,8,110,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster3,cube5_cluster3,8,1.0,8,8,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube0_cluster3,cube6_cluster1,8,0.07272727272727272,8,110,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,cube2_cluster3,1,0.008849557522123894,110,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,cube5_cluster1,12,0.10909090909090909,110,12,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,cube5_cluster2,5,0.045454545454545456,110,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,cube5_cluster3,8,0.07272727272727272,110,8,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,cube6_cluster1,110,1.0,110,110,0.0,0.06818181818181818,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster0,cube7_cluster6,1,0.008849557522123894,110,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,cube2_cluster0,19,0.11949685534591195,159,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,cube2_cluster1,8,0.050314465408805034,159,8,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,cube5_cluster0,36,0.04390243902439024,159,697,0.0,0.013888888888888888,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,cube6_cluster0,159,0.04794933655006031,159,3316,0.0,0.02830188679245283,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,cube7_cluster0,8,0.013029315960912053,159,463,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster1,cube7_cluster4,19,0.11949685534591195,159,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster2,cube6_cluster2,12,0.7058823529411765,17,12,0.0,0.08333333333333333,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster4,cube6_cluster3,4,1.0,4,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster5,cube2_cluster3,3,0.75,3,4,0.0,0.16666666666666666,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster5,cube6_cluster4,3,1.0,3,3,0.0,0.16666666666666666,0.0
orbital_pca2_cubes10_overlap0p35,cube1_cluster5,cube7_cluster6,3,0.75,3,4,0.0,0.16666666666666666,0.0
orbital_pca2_cubes10_overlap0p35,cube2_cluster0,cube6_cluster0,19,0.005729794933655006,19,3316,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube2_cluster0,cube7_cluster4,19,1.0,19,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube2_cluster1,cube6_cluster0,8,0.0024125452352231603,8,3316,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube2_cluster1,cube7_cluster0,8,0.017278617710583154,8,463,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube2_cluster2,cube7_cluster5,7,1.0,7,7,0.0,0.07142857142857142,0.0
orbital_pca2_cubes10_overlap0p35,cube2_cluster3,cube6_cluster1,1,0.008849557522123894,4,110,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube2_cluster3,cube6_cluster4,3,0.75,4,3,0.0,0.16666666666666666,0.0
orbital_pca2_cubes10_overlap0p35,cube2_cluster3,cube7_cluster6,4,1.0,4,4,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube5_cluster0,cube6_cluster0,693,0.20873493975903615,697,3316,0.0,0.023088023088023088,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster1,cube5_cluster0,274,0.38755304101838756,697,284,0.0,0.025547445255474453,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube5_cluster0,274,0.07600554785020805,697,3182,0.0,0.025547445255474453,0.0
orbital_pca2_cubes10_overlap0p35,cube5_cluster1,cube6_cluster1,12,0.10909090909090909,12,110,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube5_cluster2,cube6_cluster1,5,0.045454545454545456,5,110,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube5_cluster3,cube6_cluster1,8,0.07272727272727272,8,110,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,cube7_cluster0,415,0.12336504161712247,3316,463,0.0,0.046987951807228916,0.0
orbital_pca2_cubes10_overlap0p35,cube6_cluster0,cube7_cluster4,19,0.005729794933655006,3316,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster1,cube6_cluster0,274,0.08238123872519543,3316,284,0.0,0.025547445255474453,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube6_cluster0,1838,0.3944206008583691,3316,3182,0.0013601741022850925,0.046789989118607184,0.0013601741022850925
orbital_pca2_cubes10_overlap0p35,cube13_cluster0,cube6_cluster0,249,0.07334315169366716,3316,328,0.0,0.030120481927710843,0.0
orbital_pca2_cubes10_overlap0p35,cube6_cluster1,cube7_cluster6,1,0.008849557522123894,110,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube6_cluster4,cube7_cluster6,3,0.75,3,4,0.0,0.16666666666666666,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube7_cluster0,249,0.07332155477031801,463,3182,0.0,0.030120481927710843,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster0,cube7_cluster0,275,0.5329457364341085,463,328,0.0,0.034545454545454546,0.0
orbital_pca2_cubes10_overlap0p35,cube7_cluster1,cube8_cluster0,6,1.0,6,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster4,cube7_cluster2,6,1.0,6,6,0.0,0.08333333333333333,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster9,cube7_cluster7,4,1.0,4,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube7_cluster8,cube8_cluster1,4,1.0,4,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube7_cluster9,cube8_cluster2,4,1.0,4,4,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster0,cube12_cluster0,4,0.001257071024512885,4,3182,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster0,cube17_cluster4,4,1.0,4,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster0,cube18_cluster0,4,0.003686635944700461,4,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster1,cube12_cluster0,284,0.08925204274041483,284,3182,0.0,0.02464788732394366,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster2,cube12_cluster0,5,0.0015713387806411063,5,3182,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster2,cube17_cluster7,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster2,cube18_cluster0,5,0.004608294930875576,5,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster3,cube12_cluster0,38,0.011942174732872407,38,3182,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster4,cube12_cluster0,4,0.001257071024512885,4,3182,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster4,cube17_cluster12,4,1.0,4,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster4,cube18_cluster0,4,0.003686635944700461,4,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube11_cluster5,cube12_cluster0,4,0.001257071024512885,4,3182,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube13_cluster0,295,0.09175738724727839,3182,328,0.0,0.02711864406779661,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube13_cluster1,50,0.015693659761456372,3182,54,0.0,0.06,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube13_cluster2,6,0.0018856065367693275,3182,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube13_cluster3,60,0.018856065367693273,3182,60,0.0,0.016666666666666666,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube13_cluster5,19,0.005971087366436203,3182,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube13_cluster6,19,0.005971087366436203,3182,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube13_cluster7,3,0.0009428032683846638,3182,3,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube13_cluster8,4,0.001257071024512885,3182,4,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube17_cluster4,4,0.001257071024512885,3182,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube17_cluster7,5,0.0015713387806411063,3182,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube17_cluster12,4,0.001257071024512885,3182,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube18_cluster0,462,0.12141918528252299,3182,1085,0.011904761904761904,0.007575757575757576,0.011904761904761904
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube19_cluster1,6,0.0018856065367693275,3182,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube19_cluster3,34,0.010685103708359522,3182,34,0.0,0.014705882352941176,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube19_cluster9,19,0.005971087366436203,3182,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube19_cluster10,19,0.005971087366436203,3182,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster0,cube19_cluster11,3,0.0009428032683846638,3182,3,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube12_cluster1,cube13_cluster0,4,0.012195121951219513,4,328,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster2,cube18_cluster0,6,0.005529953917050691,6,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster2,cube19_cluster1,6,1.0,6,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster3,cube18_cluster0,34,0.0306030603060306,60,1085,0.0,0.014705882352941176,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster3,cube19_cluster3,34,0.5666666666666667,60,34,0.0,0.014705882352941176,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster5,cube18_cluster0,19,0.017511520737327188,19,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster5,cube19_cluster9,19,1.0,19,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster6,cube18_cluster0,19,0.017511520737327188,19,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster6,cube19_cluster10,19,1.0,19,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster7,cube18_cluster0,3,0.0027649769585253456,3,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube13_cluster7,cube19_cluster11,3,1.0,3,3,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster0,cube18_cluster0,6,0.005529953917050691,6,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster0,cube24_cluster0,6,1.0,6,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster0,cube25_cluster0,6,0.011385199240986717,6,527,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster1,cube18_cluster0,4,0.003686635944700461,4,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster2,cube18_cluster0,8,0.007373271889400922,8,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster2,cube24_cluster1,6,0.75,8,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster2,cube25_cluster0,6,0.011342155009451797,8,527,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster3,cube18_cluster1,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster3,cube24_cluster2,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster3,cube25_cluster3,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster4,cube18_cluster0,4,0.003686635944700461,4,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster5,cube18_cluster0,7,0.0064516129032258064,7,1085,0.0,0.07142857142857142,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster5,cube24_cluster3,7,1.0,7,7,0.0,0.07142857142857142,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster5,cube25_cluster0,7,0.013282732447817837,7,527,0.0,0.07142857142857142,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster6,cube18_cluster0,5,0.004608294930875576,5,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster6,cube24_cluster4,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster6,cube25_cluster0,5,0.009487666034155597,5,527,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster7,cube18_cluster0,5,0.004608294930875576,5,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster8,cube18_cluster2,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster8,cube24_cluster5,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster8,cube25_cluster7,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster9,cube18_cluster0,8,0.007373271889400922,8,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster10,cube18_cluster0,5,0.004608294930875576,5,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster11,cube18_cluster3,4,1.0,4,4,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster11,cube24_cluster6,4,1.0,4,4,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster11,cube25_cluster8,4,1.0,4,4,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube17_cluster12,cube18_cluster0,4,0.003686635944700461,4,1085,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster0,10,0.009216589861751152,1085,10,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster1,6,0.005529953917050691,1085,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster2,27,0.02488479262672811,1085,27,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster3,34,0.03133640552995392,1085,34,0.0,0.014705882352941176,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster4,6,0.005529953917050691,1085,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster5,11,0.010138248847926268,1085,11,0.0,0.09090909090909091,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster7,9,0.008294930875576038,1085,9,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster8,10,0.009216589861751152,1085,10,0.0,0.1,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster9,19,0.017511520737327188,1085,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster10,19,0.017511520737327188,1085,19,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube19_cluster11,3,0.0027649769585253456,1085,3,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube24_cluster0,6,0.005529953917050691,1085,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube24_cluster1,6,0.005529953917050691,1085,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube24_cluster3,7,0.0064516129032258064,1085,7,0.0,0.07142857142857142,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube24_cluster4,5,0.004608294930875576,1085,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube25_cluster0,361,0.2885691446842526,1085,527,0.16066481994459833,0.018005540166204988,0.16066481994459833
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube26_cluster3,10,0.009216589861751152,1085,10,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube26_cluster4,6,0.005529953917050691,1085,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube26_cluster6,11,0.010138248847926268,1085,11,0.0,0.09090909090909091,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube26_cluster10,4,0.003686635944700461,1085,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster0,cube26_cluster12,10,0.009216589861751152,1085,10,0.0,0.1,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster1,cube24_cluster2,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster1,cube25_cluster3,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster2,cube24_cluster5,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster2,cube25_cluster7,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster3,cube24_cluster6,4,1.0,4,4,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube18_cluster3,cube25_cluster8,4,1.0,4,4,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster0,cube25_cluster0,10,0.018975332068311195,10,527,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster0,cube26_cluster3,10,1.0,10,10,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster4,cube25_cluster0,6,0.011385199240986717,6,527,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster4,cube26_cluster4,6,1.0,6,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster5,cube25_cluster0,11,0.020872865275142316,11,527,0.0,0.09090909090909091,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster5,cube26_cluster6,11,1.0,11,11,0.0,0.09090909090909091,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster6,cube26_cluster9,4,1.0,4,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster7,cube25_cluster0,4,0.007518796992481203,9,527,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster7,cube26_cluster10,4,0.4444444444444444,9,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster8,cube25_cluster0,10,0.018975332068311195,10,527,0.0,0.1,0.0
orbital_pca2_cubes10_overlap0p35,cube19_cluster8,cube26_cluster12,10,1.0,10,10,0.0,0.1,0.0
orbital_pca2_cubes10_overlap0p35,cube24_cluster0,cube25_cluster0,6,0.011385199240986717,6,527,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube24_cluster1,cube25_cluster0,6,0.011385199240986717,6,527,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube24_cluster2,cube25_cluster3,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube24_cluster3,cube25_cluster0,7,0.013282732447817837,7,527,0.0,0.07142857142857142,0.0
orbital_pca2_cubes10_overlap0p35,cube24_cluster4,cube25_cluster0,5,0.009487666034155597,5,527,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube24_cluster5,cube25_cluster7,5,1.0,5,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube24_cluster6,cube25_cluster8,4,1.0,4,4,0.0,0.125,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster0,12,0.022770398481973434,527,12,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster3,10,0.018975332068311195,527,10,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster4,6,0.011385199240986717,527,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster5,5,0.009487666034155597,527,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster6,11,0.020872865275142316,527,11,0.0,0.09090909090909091,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster7,5,0.009487666034155597,527,5,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster8,9,0.017077798861480076,527,9,0.05555555555555555,0.0,0.05555555555555555
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster10,4,0.007590132827324478,527,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster12,10,0.018975332068311195,527,10,0.0,0.1,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster13,4,0.007590132827324478,527,4,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster0,cube26_cluster14,6,0.011385199240986717,527,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster1,cube26_cluster1,10,1.0,10,10,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster1,cube32_cluster0,10,1.0,10,10,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster1,cube33_cluster0,10,1.0,10,10,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster2,cube26_cluster2,25,0.7575757575757576,33,25,0.02,0.0,0.02
orbital_pca2_cubes10_overlap0p35,cube25_cluster2,cube32_cluster1,33,1.0,33,33,0.06060606060606061,0.0,0.06060606060606061
orbital_pca2_cubes10_overlap0p35,cube25_cluster2,cube33_cluster1,25,0.7575757575757576,33,25,0.02,0.0,0.02
orbital_pca2_cubes10_overlap0p35,cube25_cluster5,cube26_cluster11,8,0.36363636363636365,22,8,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube25_cluster6,cube32_cluster4,9,1.0,9,9,0.05555555555555555,0.0,0.05555555555555555
orbital_pca2_cubes10_overlap0p35,cube26_cluster1,cube32_cluster0,10,1.0,10,10,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster1,cube33_cluster0,10,1.0,10,10,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube26_cluster2,cube32_cluster1,25,0.7575757575757576,25,33,0.02,0.0,0.02
orbital_pca2_cubes10_overlap0p35,cube26_cluster2,cube33_cluster1,25,1.0,25,25,0.02,0.0,0.02
orbital_pca2_cubes10_overlap0p35,cube32_cluster0,cube33_cluster0,10,1.0,10,10,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube32_cluster1,cube33_cluster1,25,0.7575757575757576,33,25,0.02,0.0,0.02
orbital_pca2_cubes10_overlap0p35,cube32_cluster2,cube33_cluster2,6,0.8571428571428571,7,6,0.0,0.0,0.0
orbital_pca2_cubes10_overlap0p35,cube32_cluster3,cube33_cluster3,5,0.8333333333333334,6,5,0.0,0.0,0.0
thermal_pca2_cubes10_overlap0p35,cube11_cluster0,cube12_cluster0,32,0.7619047619047619,32,42,0.96875,0.0,0.96875
thermal_pca2_cubes10_overlap0p35,cube11_cluster2,cube12_cluster7,4,0.26666666666666666,4,15,1.0,0.0,1.0
thermal_pca2_cubes10_overlap0p35,cube11_cluster2,cube17_cluster0,4,1.0,4,4,1.0,0.0,1.0
thermal_pca2_cubes10_overlap0p35,cube11_cluster2,cube18_cluster7,4,0.26666666666666666,4,15,1.0,0.0,1.0
thermal_pca2_cubes10_overlap0p35,cube12_cluster1,cube18_cluster1,10,1.0,10,10,0.95,0.0,0.95
thermal_pca2_cubes10_overlap0p35,cube12_cluster2,cube13_cluster3,4,0.18181818181818182,22,4,0.625,0.0,0.625
thermal_pca2_cubes10_overlap0p35,cube12_cluster2,cube18_cluster0,22,0.030598052851182198,22,719,0.5227272727272727,0.0,0.5227272727272727
thermal_pca2_cubes10_overlap0p35,cube12_cluster2,cube19_cluster0,4,0.004479283314669653,22,875,0.625,0.0,0.625
thermal_pca2_cubes10_overlap0p35,cube12_cluster3,cube13_cluster1,6,0.6666666666666666,9,6,0.75,0.0,0.75
thermal_pca2_cubes10_overlap0p35,cube12_cluster3,cube18_cluster2,9,1.0,9,9,0.8333333333333334,0.0,0.8333333333333333
thermal_pca2_cubes10_overlap0p35,cube12_cluster3,cube19_cluster2,6,0.6666666666666666,9,6,0.75,0.0,0.75
thermal_pca2_cubes10_overlap0p35,cube12_cluster4,cube13_cluster2,8,1.0,8,8,0.875,0.0,0.875
thermal_pca2_cubes10_overlap0p35,cube12_cluster4,cube18_cluster3,8,1.0,8,8,0.875,0.0,0.875
